Machine_ID,Operating_Hours,Load_Percentage,Temperature,Vibration,Pressure,Power_Consumption,Last_Maintenance_Days,Breakdown_Count,Ambient_Temperature,Humidity,Failure_Flag
M_0270,8,58,82.69531469050999,3.4270973167916674,32.53670510946437,462.6183548330388,15,0,41,55,0
M_0271,13,84,71.44688113882066,1.3353902649662335,25.32660644758373,427.6884231407716,28,1,21,46,0
M_0272,19,69,81.10244375604746,4.626142798783111,31.05728876933618,382.37878724681366,23,0,32,83,0
M_0273,23,98,77.45018595460468,2.5268299293639616,35.57733341547606,424.4396657763324,109,0,42,57,0
M_0274,20,91,73.0257046135796,2.969429836582505,26.672730334845518,336.7143673915205,107,2,44,48,0
M_0275,7,84,62.06464256406336,2.319048924193246,40.05240817295789,412.3656490569808,145,0,30,56,0
M_0276,15,99,85.77953895105757,2.0982184132991795,25.046524395279505,325.02042245709083,113,0,20,77,0
M_0277,7,67,82.59210999919833,3.7372913165470525,34.95097378244923,350.78001870659085,98,2,43,81,0
M_0278,22,66,80.83886294375313,2.8413833229486785,32.12378090566181,429.23198491345596,141,2,21,86,0
M_0279,13,73,90.44526003678094,3.042482538923175,35.97047624973076,266.4877001286595,142,3,36,48,1
M_0280,6,52,84.45193727013594,1.9961089207811606,24.419011943201554,490.12559295373774,139,1,27,62,0
M_0281,14,81,81.86566006151563,3.8560592234970397,41.53510458476806,441.72463603523005,28,2,21,80,0
M_0282,16,84,52.86772651973169,3.957789735136867,29.10612458108547,308.0733438755131,42,1,25,36,0
M_0283,21,87,86.96894951802416,2.7910715131204227,33.38323969649641,519.9249303346614,99,2,41,58,1
M_0284,12,62,75.83080514282051,4.267922133331887,37.222437444732506,533.7051946243009,61,1,24,84,0
M_0285,15,96,78.12491680257139,2.8958758457754774,26.97668966252392,390.9754170505131,123,3,35,72,0
M_0286,8,74,78.19333189693386,3.779755496288821,34.1286318147359,353.6755467649878,64,1,27,34,0
M_0287,23,58,82.7383274364228,1.3770724191699024,26.142651773892535,484.3151787101432,31,1,38,59,0
M_0288,18,53,86.22175028801685,3.3534308664864123,36.9848079022892,382.81049312798706,81,4,35,78,0
M_0289,12,63,81.34241143059222,2.728518532393065,26.199096343856333,408.0519753906427,10,0,32,72,0
M_0290,9,86,79.75285589319891,3.155522425954996,30.192534912478795,460.8644866961384,8,2,39,85,0
M_0291,18,83,77.31512739295572,3.110682405655826,31.5306035050598,392.3244268103402,149,2,26,87,0
M_0292,6,60,41.48389483095322,3.125699822176984,33.921498848613076,387.94728748416657,59,1,35,37,0
M_0293,13,90,72.12408980549812,3.6157007293625534,39.84238154213273,336.3802511397391,178,4,42,71,0
M_0294,19,52,65.58410482649354,2.4348263683940212,27.74015505192755,368.4728452130992,30,2,35,41,0
M_0295,21,77,87.10739538939086,3.569079259535643,35.693673871368034,386.9615076871966,145,4,31,71,1
M_0296,19,78,81.19037198286294,4.2325248831179065,39.85129224317068,338.07184054826666,20,0,33,42,0
M_0297,17,58,70.41863012786266,1.5898589950196766,30.828666804324588,342.6032090895311,48,1,43,55,0
M_0298,20,52,71.42282817730755,2.2194599017706746,27.249336249398542,401.6800658321995,130,3,37,47,1
M_0299,7,74,71.06018636697578,2.261464574498814,21.349831302823542,307.514792716402,37,3,37,71,0
M_0300,7,83,70.88173845681081,1.9079542005490406,39.41637883705531,356.0418492189334,129,1,35,80,0
M_0301,22,61,60.55442556475203,2.525302230362941,28.77777835037818,497.22969967985114,132,0,39,81,0
M_0302,15,91,58.387205067222325,4.03311851539984,24.993207503847245,382.7265676429964,100,1,35,78,0
M_0303,11,58,75.29046772381744,4.447586924512429,23.208349578951186,376.46382958980746,54,2,32,49,0
M_0304,20,64,85.75314139359355,3.106174969746502,24.983929048049795,382.502708274258,122,2,28,45,1
M_0305,16,89,69.62310302572138,2.6757639891517995,34.59852646613582,383.2923809272834,25,2,28,66,0
M_0306,10,74,78.03444750924045,3.80292396908066,35.28934263837369,428.7434434919192,131,1,32,32,0
M_0307,6,54,82.34260917176725,0.6360315057478201,33.26060935727768,425.24330765889005,9,1,23,56,0
M_0308,13,60,65.06621794416144,1.9448215278968417,30.66168913676682,380.462079346774,34,3,28,44,0
M_0309,17,83,74.80024571280097,0.6783695933000846,23.77239705249332,389.3081288431029,43,3,34,87,0
M_0310,17,73,68.33479518726485,1.9343002826445581,26.350295270489763,465.63865589950296,74,2,33,63,0
M_0311,10,64,91.06119491831294,2.2329824730979997,24.46690294659362,324.48476227648746,94,3,38,74,1
M_0312,12,87,90.62459506862115,4.477681877937679,32.864105027631325,397.12089917256395,22,2,31,51,0
M_0313,9,57,65.07657160125149,0.23893803384401036,24.68343760569148,406.7623270175616,70,2,40,69,0
M_0314,11,54,78.85884383084326,2.583297399765666,26.428769444732037,361.16585699504424,130,1,44,52,0
M_0315,18,97,85.6759930081249,3.619566472178107,29.082563785007466,394.24316982543513,94,0,25,88,0
M_0316,20,75,83.4832950037633,3.4107306632690935,21.650999234518267,354.41617695990584,32,1,22,78,0
M_0317,8,67,75.81563034984366,4.461738133534894,30.233857154204234,431.85845353507517,106,2,44,33,0
M_0318,13,55,88.06557461764348,3.1610514785965886,29.464235594822316,333.089667224781,144,3,41,80,1
M_0319,21,86,65.95485311010567,3.374278180481145,35.921045729808455,453.11668312100295,1,2,39,83,0
M_0320,18,97,71.96907055605308,1.1614931681974496,25.90067227483124,396.3347421455221,72,1,35,86,0
M_0321,23,62,66.22357580240426,2.011731141823191,23.504022408438324,377.5983070283145,176,1,39,70,0
M_0322,15,77,82.82493494700621,1.2172952565519763,28.129701752043577,349.76514501728633,50,0,43,52,0
M_0323,22,54,69.17363125700548,3.5726081079140997,24.50954353281992,451.53288979937327,141,0,42,76,0
M_0324,10,62,73.28750824562914,3.348690451757246,30.19577295906562,367.40689329830207,15,3,36,89,0
M_0325,14,66,81.17670368265749,3.3135379672835152,20.70032569086697,341.63757202527586,53,1,35,38,0
M_0326,17,99,81.98249913777816,2.1185663915419255,26.973272983113592,452.57316595040595,172,2,25,53,0
M_0327,6,89,65.92873653744749,2.0270502206833347,25.358141650888903,354.78470932526704,8,2,27,50,0
M_0328,6,94,85.56655283772793,3.209446932296417,32.83878538543034,395.27588429277563,74,1,38,70,0
M_0329,20,81,79.55689668667252,2.330613947228865,25.947176451873176,440.94018878686313,46,1,44,75,0
M_0330,7,78,64.18297160419598,1.9795954361677632,21.319521207007504,407.8978801390477,69,2,21,84,0
M_0331,21,52,61.72284104243387,2.491610628741932,28.990899515327257,486.54257729349865,114,2,33,82,0
M_0332,13,89,74.84180289737932,2.3392579639646915,31.599430701372544,358.2524815856161,147,1,41,45,0
M_0333,18,83,83.5009398931681,2.1332770253715467,28.64397403369637,389.47443317001296,166,2,31,85,0
M_0334,6,89,83.7571586240098,1.774232183242398,26.943386103904462,393.34109298661593,123,1,36,84,0
M_0335,21,76,78.56166877224842,3.4486897683389066,26.642189497078686,431.0617476286998,139,0,34,54,0
M_0336,12,62,75.48674838326826,4.556049439477057,30.56474016221017,464.43115639190466,117,0,37,55,0
M_0337,10,94,80.11737669079005,2.960995799381346,25.552756253802258,403.68082548143485,43,0,35,78,0
M_0338,8,82,66.44669485610741,3.222434136969928,28.357585142947332,393.1168084819858,20,4,32,74,0
M_0339,17,55,91.86987863025391,3.536377852601704,33.75223285443687,325.8504066085067,148,3,40,38,1
M_0340,21,73,91.7393841812252,3.366565757193122,23.493384605471775,405.61905948983474,21,3,36,44,1
M_0341,10,68,79.28812314620697,2.153087671683021,29.78166490129864,367.4849995001773,82,0,27,68,0
M_0342,19,65,76.97300419992852,4.719846211102585,21.055052936014974,430.9218155299385,57,2,20,62,0
M_0343,10,89,70.8857902734063,2.242689486322039,31.139648350049765,379.5157905390986,178,2,44,30,0
M_0344,20,77,80.2874884579966,3.648088364660409,25.105953946004696,387.96809728149645,74,2,22,34,0
M_0345,22,82,68.08682628983223,3.5301913073429114,35.09795906515397,326.9865992708215,98,3,35,85,1
M_0346,19,97,52.76387969004469,1.0415584578653623,22.615263451773256,309.42739581187305,154,2,21,38,0
M_0347,10,90,47.858926995089135,2.6411535830870805,32.21039518400504,493.04935200918055,158,1,34,73,0
M_0348,17,62,67.00501666836513,3.0566284518121702,36.105655392632464,406.4841954782638,110,1,20,35,0
M_0349,21,92,76.56378122918278,3.133151211424286,24.846552992897657,420.2167738815304,115,0,28,57,0
M_0350,21,94,78.31971733953483,3.301420515516767,25.690575355025302,354.38525184086234,159,1,35,74,0
M_0351,12,74,70.13242991490715,3.757662872939976,25.279021778117013,443.7761803589306,42,1,23,55,0
M_0352,9,91,76.41835167142904,2.992484635729222,27.57068655797848,434.756994795218,68,1,31,57,0
M_0353,6,85,72.25771642945469,3.354617568017944,32.587108995947325,359.8786402788595,70,0,20,69,0
M_0354,10,76,65.00687242349862,2.955045413227617,27.162475330564384,347.0247282077307,78,0,20,44,0
M_0355,15,87,74.46255491030875,1.9826663432452265,24.395208873968215,363.3736158086364,90,2,26,35,0
M_0356,10,56,83.12957112365649,3.032401441369674,19.90623146708355,398.5858675646444,111,3,37,56,0
M_0357,9,54,65.45938252253677,3.74908984425307,38.009737532561985,408.3553501570113,112,1,42,67,0
M_0358,7,92,65.46395386980302,4.108788382475365,38.402478152073236,401.9197004119325,103,2,42,33,0
M_0359,15,94,64.30749406047842,3.537315657544204,32.80118519744229,464.9365054320102,145,1,34,40,0
M_0360,6,80,55.634812654918846,4.334350325949299,25.948081527875075,364.2521574951971,19,2,44,50,0
M_0361,10,72,70.19797625852982,3.4188647474089806,33.73851057565823,345.66690044855403,179,1,32,59,0
M_0362,18,91,82.1408611295253,3.8638798216688373,34.743534587465334,400.004951092591,70,2,35,47,0
M_0363,9,59,76.73916083833763,3.9373911492797857,28.728759342936332,315.3457592084527,63,1,26,64,0
M_0364,21,81,73.30749115943694,2.7766494591162645,30.20684271999445,434.7868749255309,75,1,35,32,0
M_0365,21,92,76.2906479824017,3.7260034325676683,36.15884114744746,404.8981632238063,158,2,32,41,0
M_0366,7,79,70.11018512570841,2.0593551023590857,21.79769321471796,383.0980979545027,153,2,33,56,0
M_0367,22,88,55.52113362736527,3.349812342548864,34.99211411561087,380.32235633754306,104,2,36,82,0
M_0368,17,80,82.83718781814565,3.5770258266684527,28.454230943217432,445.49978910606166,75,1,31,59,0
M_0369,23,67,85.71124573784651,4.05109512069933,24.437108489944748,443.9073967669265,128,1,43,50,1
M_0370,8,85,67.71843223932213,3.820759303981306,24.84846763352831,387.68140707933236,154,0,43,67,0
M_0371,6,51,73.49164379393444,4.064114183334714,25.676389327404557,429.5884411778939,56,2,39,50,0
M_0372,6,63,72.6300082893984,2.900619669873577,23.949646399493986,443.1685230920169,22,3,32,89,0
M_0373,16,62,78.51288809424541,2.654606845329953,38.85694487194508,416.7763112812356,89,1,43,67,0
M_0374,10,78,91.8989345662629,2.7251012421143836,32.45601469250501,389.72674901856374,19,1,39,69,0
M_0375,17,61,86.59791245289306,3.26628373044863,35.32241376804284,419.0583853745301,159,0,34,44,0
M_0376,8,88,71.23085774586104,1.1912529843577477,32.81184145808339,348.04566785353126,26,0,43,47,0
M_0377,6,51,80.42463861500237,4.3317569703945535,30.306138042350867,403.5552784646963,170,0,40,81,0
M_0378,6,81,87.54356868572712,3.043873359828975,30.37377661682816,388.34368721868714,169,0,23,58,0
M_0379,13,62,79.08345164394778,2.5849984176648806,28.01243680545069,380.5067188103266,23,0,41,77,0
M_0380,15,95,74.95300595559827,0.4702837893945393,28.421088117799147,313.67394940682846,47,2,21,67,0
M_0381,16,76,79.46000094667185,2.963186493821717,22.959483130935542,348.62011242937854,13,2,37,89,0
M_0382,17,98,67.96728477436527,2.8015234849242443,35.40913075520132,375.70525879373093,66,2,21,50,0
M_0383,18,90,69.42718875895919,2.102953569354745,20.933833569984774,444.7519590319378,144,1,44,46,0
M_0384,17,66,64.35965764798902,2.326953154872988,24.706947047354006,414.2911745201994,73,1,34,70,0
M_0385,19,89,78.07064516570243,2.9733633555548367,40.06017065480305,446.9837124013951,156,1,38,80,0
M_0386,7,80,73.68597093977762,2.411763540412317,30.680864415324134,462.1456691200065,77,1,34,47,0
M_0387,23,83,66.7688193865192,3.571878066178356,30.888552225150995,416.4654572624748,163,0,39,86,0
M_0388,8,73,73.35820588379495,2.251216411355984,33.186692738838644,407.01467053401484,169,2,29,84,0
M_0389,22,94,79.6999826076317,3.1546084295207777,22.298312534393023,351.3503001657395,31,1,43,66,0
M_0390,13,84,94.14712305997992,4.18004536881117,23.031033167649884,499.33356322866547,85,0,39,89,0
M_0391,15,97,85.12067864703857,2.9634041374374487,27.775528267255766,329.10779641449045,160,0,30,67,0
M_0392,7,55,52.1585214251766,3.355977123959746,25.48319521226155,405.93670441042474,59,1,29,41,0
M_0393,14,68,77.39308466820346,3.292651387400598,29.625220174952997,441.6399501772691,41,0,42,40,0
M_0394,12,79,89.29324262712855,3.007996899617266,32.42774647651068,442.3368788765669,112,1,24,77,0
M_0395,9,56,61.621265087897676,2.93299285805649,36.94581523935298,342.2455454780338,96,1,28,81,0
M_0396,23,59,80.51559270212424,2.428625778550088,34.05544169894795,379.00484985662047,168,2,39,78,0
M_0397,18,90,72.63357814468954,3.1510122905578193,25.02861644155523,360.05226139411684,122,1,38,49,0
M_0398,16,81,86.5029053091616,2.716732491160533,28.125179610261036,300.97828852169897,156,1,32,38,0
M_0399,9,83,79.04257195013452,4.5460901682347075,26.765274143751927,406.5163370872481,165,0,37,30,0
M_0400,9,77,66.15984545440793,3.8111432591099113,24.917195604938254,364.11923018800115,105,2,36,87,0
M_0401,15,64,72.99148521709381,1.547204104111654,23.779124436610836,475.27411423556725,74,1,25,32,0
M_0402,10,79,73.58304323952378,1.6028420017819225,38.3215619386227,430.75872190943363,132,2,29,50,0
M_0403,14,86,73.76821785189951,2.869540130960635,30.05321121616325,402.07009751070535,99,2,21,52,0
M_0404,8,78,86.19262944775264,2.6046945225602536,28.87884896697626,376.3650233814566,126,0,43,38,0
M_0405,22,71,66.5738007860977,2.8168060817780747,32.42128783297151,405.7558034892837,138,3,25,83,1
M_0406,8,53,85.03051309661184,3.6511614606523133,32.66873051870787,387.206309204211,175,0,40,48,0
M_0407,21,69,71.9775032407848,3.315735898877357,35.59412826853211,403.4769554446554,75,2,32,74,0
M_0408,9,81,77.23511106329165,3.3056292304581545,26.281691933166172,495.0817885415984,14,1,37,84,0
M_0409,23,85,75.72377586281034,4.446194665495394,32.0136110843641,346.76219223261614,38,1,26,75,0
M_0410,22,99,74.78194661918165,1.6111084458269207,25.444130118245855,391.5679065675863,140,5,21,81,1
M_0411,12,53,74.86397165554678,3.103938834148899,29.049210281306358,435.3194200151112,45,2,33,48,0
M_0412,10,76,89.57358558271021,2.420947452052746,30.28371283581027,379.99295791070875,145,2,24,52,0
M_0413,17,66,83.42449924906144,4.435435785839352,30.772419978595305,479.0270920304185,163,1,37,56,0
M_0414,22,61,71.3728431042007,0.7906483941766562,30.551605529235953,433.9229576505919,75,0,30,56,0
M_0415,18,71,90.82787254122091,0.8345184142869986,34.0091549127246,364.0554792415188,169,1,29,68,0
M_0416,8,66,77.74681073992853,3.304636296348051,27.01505804512114,410.2034351137491,29,1,30,65,0
M_0417,14,59,78.57624259323894,4.126296559324147,30.908371364517357,364.76956329060994,18,2,21,41,0
M_0418,22,50,66.62680920668609,3.77325432131705,26.205475802398,360.16708428229526,20,2,34,84,0
M_0419,22,71,70.02501341594859,2.1990192066822916,44.60376282942941,392.990101014521,14,0,26,56,0
M_0420,21,75,68.11496492072824,4.50642172200158,25.43567841118185,463.18805809508905,162,3,28,75,1
M_0421,18,67,75.86072864993675,1.7685312514057916,26.496736728277227,437.2722519892358,177,1,24,63,0
M_0422,22,99,81.38783079448208,4.307484189543345,34.4132403850656,398.8711196751372,54,0,26,62,0
M_0423,9,63,78.67232299422213,1.9007717496418564,27.852674282494206,439.0593097401196,31,3,39,57,0
M_0424,17,96,90.88044156069581,2.648175827662778,34.41523063850515,413.4309355207914,58,2,21,60,0
M_0425,14,78,66.12241994788765,3.6392695378569173,30.765112968629424,341.5053487187356,104,0,22,61,0
M_0426,17,61,76.14869043538881,1.533792169103835,27.98405366723105,392.7431190405845,170,0,21,79,0
M_0427,14,85,62.17060670701706,4.469023397540767,26.236223254376114,396.34202020092675,128,3,40,49,1
M_0428,12,84,65.78129028396738,2.6420561685986854,26.055817191815635,438.08451684629813,158,0,41,69,0
M_0429,19,61,87.64578377338464,3.1372761356782894,28.03839498743629,371.67647496989514,25,4,42,64,1
M_0430,20,56,70.36835133528534,4.162200789040752,29.12801840827601,354.36677121696147,19,2,38,60,0
M_0431,21,78,66.9663620393973,2.20687465483285,25.840593782880628,397.72265216065966,136,1,23,87,0
M_0432,10,60,53.700231244170524,4.060813686255389,29.453837849067277,367.7287748002724,3,0,43,60,0
M_0433,8,82,66.86645352211082,4.640533570892369,24.529423536659962,383.8245390208182,86,0,39,67,0
M_0434,17,55,72.94719725805021,2.344421002670421,33.77950608298176,395.9560213554437,145,0,26,51,0
M_0435,9,96,61.42597040213789,4.369387672596295,34.736811997299824,380.84779181377723,142,1,41,74,0
M_0436,21,64,72.37216611017531,1.239421405758397,26.478374048957342,448.1591371426408,9,2,26,70,0
M_0437,12,81,87.70631060658224,3.389600394794567,26.1991347244239,470.7147553002211,94,0,36,38,0
M_0438,18,60,67.92694659671668,1.7714014842961914,30.88958403504936,443.1455371479107,149,2,38,81,0
M_0439,15,72,65.56616950630064,3.942568548536189,36.326830465157826,311.44014174225686,165,4,41,38,0
M_0440,12,75,63.76098533134907,3.8604560484222032,37.43331832126587,367.9013168849083,139,1,35,44,0
M_0441,19,83,63.582359074842,5.077379995591244,22.986286383818666,391.06739404839027,20,1,22,42,0
M_0442,10,95,80.35577446888429,4.4212829829524996,35.03152414825762,307.6863370324962,35,1,34,51,0
M_0443,8,83,75.4866873688305,2.834228802398545,29.692233310324028,356.205414142536,53,4,33,45,0
M_0444,16,78,84.56856879275574,1.9182525127011596,29.789051497697326,390.4285015383725,175,3,34,61,0
M_0445,16,53,95.19837891654255,3.56568707966939,32.5235618282528,377.5512959435469,110,2,33,31,0
M_0446,23,66,56.69608868090852,2.9392685896145068,27.59521264791943,400.4325088654459,136,3,26,55,1
M_0447,20,84,78.80078708441773,4.551155044595704,35.483503160541524,330.9585819361523,4,4,44,43,1
M_0448,17,62,63.8138066556644,0.8336191565842217,37.119811358849034,376.9858824641582,155,3,22,88,0
M_0449,14,90,82.8889929803345,5.188056759288627,37.30642138767618,407.59548753632896,172,2,36,67,0
M_0450,15,88,72.28087998926564,3.5319906076118035,20.780426058673598,400.5100735712435,168,1,29,63,0
M_0451,17,64,75.27322760864173,2.1869878782796275,28.851713656357852,422.34467888239413,102,1,34,37,0
M_0452,22,78,62.16822572070192,3.733989227418566,20.32384707596121,419.4287180998767,47,0,25,65,0
M_0453,11,78,70.73572974886832,4.2974214212897035,26.17359969028329,379.64465156229176,94,1,36,50,0
M_0454,12,60,75.8966225110826,3.114346891303689,18.012505644351712,406.0059441537561,172,1,36,85,0
M_0455,19,81,88.56078146806708,1.2350796158551571,32.25133317319743,360.00034526524814,48,2,33,75,0
M_0456,18,51,67.05439472591446,2.706152963652894,31.09654817790087,386.48858404863563,91,2,43,72,0
M_0457,13,96,69.49308428469686,4.0393950530421385,27.836994467216172,347.2191264025147,84,0,44,85,0
M_0458,15,63,84.44289642182281,3.496664734227375,26.044259447248493,453.27122161381294,68,1,37,57,0
M_0459,14,69,66.4065971630069,2.843492969164627,31.57015812176835,386.3252849734634,139,2,44,75,0
M_0460,23,71,86.42385143974126,4.308315830891436,24.942889643144518,453.19717231140316,125,0,24,73,1
M_0461,7,60,74.90913425273745,3.7393058408322966,24.602689426163366,415.5748034344223,73,1,27,77,0
M_0462,10,76,78.03122961591843,3.8163391559383437,23.987918990326456,355.71688691718845,4,1,26,35,0
M_0463,10,52,78.6752230250937,2.5893653080191985,28.980795346306756,412.555329950076,76,0,42,49,0
M_0464,11,66,68.83779446593392,2.4926163182539014,27.088462152336184,440.48591325439224,73,2,23,60,0
M_0465,13,93,78.89886819472395,1.3000402793169787,28.07880990768165,396.12096041987434,77,2,37,62,0
M_0466,21,77,67.276302156857,2.7406082440627437,32.60904370009366,403.7014676170619,48,1,24,73,0
M_0467,18,78,69.9789699590112,3.935392053798128,34.8164830242975,372.4271345822461,154,1,35,36,0
M_0468,6,70,80.58690966033275,2.795906702984413,37.252403924479424,401.2051613238674,102,5,33,37,0
M_0469,22,96,77.93393955641903,3.445538846529005,30.30068488984146,411.8949094401071,106,4,38,38,1
M_0470,12,65,74.25035049160952,4.11119935665328,31.737945512813848,371.0592092940745,77,2,33,31,0
M_0471,18,86,62.41268350736989,3.3728329917986324,30.94423178565457,346.03520316601725,39,0,28,46,0
M_0472,9,69,64.9084171065037,3.470514761760802,21.629071505930483,464.39852497915973,58,1,25,81,0
M_0473,9,55,77.76709043904985,1.6421775379624457,28.15151472014457,430.20602529923707,19,1,36,74,0
M_0474,11,68,82.32140563485116,2.677435215898023,28.17450888629668,372.61709473143077,88,2,38,66,0
M_0475,17,54,63.90354495479243,4.726626506496595,27.445935871151942,410.9828628579028,113,0,31,71,0
M_0476,12,52,66.60174752547832,3.1037971810960934,29.79530335690581,326.07106661635055,77,0,23,73,0
M_0477,15,50,76.34185174177719,4.896738181996575,28.902597233928358,301.1464513044822,77,3,35,46,0
M_0478,12,87,76.12787862629094,2.2768843693610528,25.06836618037471,454.20665437389005,28,1,44,82,0
M_0479,8,64,58.76042791238959,3.2339474521345397,29.244870230764736,411.47755701307705,66,1,30,67,0
M_0480,18,83,76.6156301343999,2.617321562448132,26.804748014574848,397.6148765257692,10,0,41,64,0
M_0481,18,84,69.01632189769781,3.591984685124553,16.903786365415538,411.63286024064763,126,1,23,89,0
M_0482,23,98,91.41046629728959,3.895008668060121,23.014655398447683,561.306582945985,58,2,36,76,0
M_0483,13,74,77.49198542735657,3.6024660957009003,30.444571629065393,443.4547643122662,142,0,27,68,0
M_0484,14,73,79.21473449875903,4.041852143748029,35.45945657077055,347.72798668125967,125,1,33,59,0
M_0485,12,61,79.47359302190611,2.9868270114776734,17.863983711608675,315.9811804039838,112,2,21,35,0
M_0486,6,67,62.860726193474356,2.8094716323363222,25.648041831231712,452.7267881679708,84,1,30,33,0
M_0487,8,64,94.43876893108603,1.2418069927240283,32.1572691699738,442.80479271150034,143,2,30,80,0
M_0488,18,93,58.77088752548826,3.638450935164565,34.39097731876584,428.75303837752205,96,0,43,66,0
M_0489,22,65,82.95703141699742,3.1721840922401574,27.89943219211991,359.35604845503036,33,2,41,64,0
M_0490,6,76,81.18663937480649,2.9320852624374667,26.586088207894655,418.1642694941988,145,3,43,87,0
M_0491,11,57,70.2299762008704,2.8091825945456548,36.098553749450964,363.83274156282675,152,2,25,86,0
M_0492,11,95,81.66450316713389,2.96312043865621,33.980463529992846,433.1390943010481,158,3,40,38,0
M_0493,17,74,71.82426801176263,2.7637638685020827,34.29309199038008,449.1328453636171,141,3,40,35,0
M_0494,18,66,68.24538555144221,2.4719661614366952,27.659679987546273,372.8263620585232,47,3,33,42,0
M_0495,18,78,79.69559169352928,3.2395888807241686,35.56847118841839,456.5905080607712,112,2,29,88,0
M_0496,20,57,64.93439008912098,3.484159118932953,20.274656335681442,405.7426199781355,144,1,27,51,0
M_0497,21,64,72.75744841242431,2.2294320856138192,35.656150458295066,424.59366062209926,43,0,26,57,0
M_0498,16,76,69.05823251270043,2.5992644308126094,29.667339232790553,334.51833181545976,8,0,27,59,0
M_0499,10,95,71.64020490427055,2.7953782487351315,30.644670956239075,411.610725297745,3,1,27,81,0
M_0500,9,99,79.32728599130185,3.004813307376785,25.273736709612614,366.2207806292666,125,0,42,65,0
M_0501,8,56,69.05633627653793,2.871814530414233,20.929868259459248,423.7316727007087,12,2,21,31,0
M_0502,23,52,73.07676086927636,3.659721199656394,30.538520738958653,473.3581334825631,84,3,35,87,0
M_0503,20,78,69.96854748098418,1.3476329842961907,32.756972747956986,414.47601046581764,16,2,28,65,0
M_0504,14,93,89.43996665574545,1.524962801659883,33.513461924093825,354.9572546783408,78,2,32,37,0
M_0505,22,73,78.4261239821389,3.193569399253578,32.97389297912293,431.3233045888793,59,1,42,74,0
M_0506,19,52,77.2006963296672,2.3973141521722114,31.840808475267288,420.08943728938584,177,0,31,71,0
M_0507,20,69,81.83418504623424,3.8842423057738107,25.3810678190352,502.93008732001545,63,1,41,79,0
M_0508,6,95,69.05865423225113,4.169800952588551,33.837380362600165,412.69839804504716,49,2,44,38,0
M_0509,8,64,83.5925722499984,3.23374717642291,24.821888262623357,370.72625043879657,51,3,36,30,0
M_0510,21,74,78.46177745832742,1.9280250837258208,35.535321180325674,438.53206128231886,33,1,21,42,0
M_0511,16,79,59.391090972459345,4.054593516227059,29.580090655969137,393.6160963847203,30,1,32,79,0
M_0512,17,63,60.719691668992354,3.1989026621503274,29.74645390067258,404.0125494855887,76,1,20,44,0
M_0513,15,56,69.27702947215934,1.5130640274728824,34.32963309152551,353.5761984812224,15,1,38,61,0
M_0514,21,66,61.7899350413483,1.6014803519348157,35.007343127670694,393.8782593598293,82,2,30,63,0
M_0515,13,93,72.61721539300417,4.516946789708645,33.85319339475069,401.5402348745218,92,0,24,72,0
M_0516,11,69,64.86262008584136,4.3511359132612295,25.897710752221656,393.5825662131561,23,3,20,60,0
M_0517,17,85,74.02276946929081,0.4828568579037551,33.81334775219276,370.4556318784589,94,2,39,43,0
M_0518,13,58,89.11709375931456,1.6422091047421232,25.92605195014776,414.41145651726475,45,2,32,83,0
M_0519,9,87,74.50623096443815,4.140855495621655,33.939507008638294,353.8263791579083,62,1,27,76,0
M_0520,13,97,71.97035545098072,2.9815074116069518,22.874184019688677,342.05026997380025,15,2,25,43,0
M_0521,23,71,78.88242647785344,3.701849285492093,29.531599690308177,435.47680853632204,46,3,36,77,0
M_0522,10,51,68.03580207077397,2.938047253901903,25.895544302471645,430.8875089043642,64,1,31,84,0
M_0523,14,73,83.43414309396,3.6544924900712035,34.34967826224013,334.6197759659824,174,3,20,58,0
M_0524,9,57,79.95212953124113,3.005833546665434,35.57583387044507,308.52224767837686,172,0,22,76,0
M_0525,22,60,75.38865562048564,2.5623917432430336,30.994982568959664,349.5628977301716,75,3,33,48,0
M_0526,14,62,76.54315831633586,4.0587438299148095,30.83054571968942,393.5850502763401,157,3,27,56,1
M_0527,6,66,95.41745910562852,3.202054616025646,33.52088561240568,457.7174787382753,52,2,30,38,0
M_0528,18,57,84.42312210267868,3.6523887162435664,35.60557439974559,392.362771609374,88,1,33,66,0
M_0529,21,70,96.99526631161334,3.1574479249607665,30.18655587331081,361.5319475635984,57,1,27,66,0
M_0530,18,67,80.32030193292452,2.513643106450187,27.5016233752601,407.42931145415304,83,2,22,72,0
M_0531,19,79,60.28308557329312,4.608389311357192,33.23633743220244,394.29919423752096,66,1,26,57,0
M_0532,8,67,72.3782629713616,3.3549682547576656,20.706363144531643,330.9496346273501,150,3,38,81,0
M_0533,11,95,57.997951254519336,2.6449513556278483,34.54825769779413,331.2468557540644,20,4,23,86,0
M_0534,23,96,80.28303034666918,4.278329470318716,26.44906525279144,332.5901248942353,33,3,44,53,1
M_0535,10,80,82.45404197345403,1.6791762261210428,28.798860668637754,523.9925767453968,72,1,35,57,0
M_0536,20,87,66.14084004040721,5.236283650795986,34.58025661559155,442.9990720136807,25,1,32,65,0
M_0537,7,81,68.44363620353147,2.8208502423365713,27.922452418051545,370.31419707323187,46,1,39,81,0
M_0538,15,60,76.48750896235215,1.7319857926166236,33.23704439287401,455.4133411414466,73,1,38,47,0
M_0539,23,94,63.01895936735782,4.905941348457565,35.69454377037207,371.59718561692677,98,1,24,54,1
